unit_id,seed,model,pattern,context_slug,project_context,n_files,avg_mi_score,avg_cbo,avg_lcom_star,avg_rfc,avg_dit,ck_overall_score,ck_status
qwen-qwen2-5-14b-instruct__Strategy__hotel-reservation-system__rep0,40,qwen25_14b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,69.38,1.0,0.0625,1.0,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__issue-tracking-system__rep0,40,qwen25_14b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",6,61.02,1.5,0.13095236666666668,1.5,1.3333333333333333,83.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__learning-management-system__rep0,40,qwen25_14b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,67.95,1.6,0.066666668,1.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__library-management-system__rep0,40,qwen25_14b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,62.17,1.2,0.066666668,1.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__payroll-and-hr-system__rep0,40,qwen25_14b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",9,65.82,2.2222222222222223,0.037037037777777775,0.6666666666666666,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Strategy__school-management-platform__rep0,40,qwen25_14b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",7,71.86,1.4285714285714286,0.0,1.0,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__warehouse-inventory-tracker__rep0,40,qwen25_14b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,68.57,1.6,0.0,1.8,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Composite__banking-account-management__rep0,41,qwen25_14b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",4,54.82,1.75,0.38616071750000003,4.25,1.5,80.0,ok
qwen-qwen2-5-14b-instruct__Composite__car-rental-management__rep0,41,qwen25_14b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,68.75,1.4,0.0,1.4,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Composite__food-delivery-management__rep0,41,qwen25_14b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,55.3,2.0,0.2888889,3.8,1.0,83.2,ok
qwen-qwen2-5-14b-instruct__Composite__gym-membership-platform__rep0,41,qwen25_14b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",4,65.52,1.25,0.09375,1.75,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Composite__hospital-appointment-scheduler__rep0,41,qwen25_14b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",5,59.3,1.4,0.20833333399999998,1.8,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Composite__hotel-reservation-system__rep0,41,qwen25_14b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,56.86,1.25,0.18750001,3.5,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__issue-tracking-system__rep0,41,qwen25_14b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",4,58.33,1.5,0.241071425,2.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__learning-management-system__rep0,41,qwen25_14b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",4,58.05,1.5,0.2,2.25,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__library-management-system__rep0,41,qwen25_14b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,65.58,1.2,0.0,1.4,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Composite__payroll-and-hr-system__rep0,41,qwen25_14b,Composite,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,65.56,1.25,0.1875,1.5,1.5,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__school-management-platform__rep0,41,qwen25_14b,Composite,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",4,57.58,1.5,0.2,2.25,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__warehouse-inventory-tracker__rep0,41,qwen25_14b,Composite,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",4,63.85,1.25,0.1416666675,2.5,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__banking-account-management__rep0,41,qwen25_14b,Factory Method,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",8,68.21,2.0,0.0625,1.25,1.25,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__car-rental-management__rep0,41,qwen25_14b,Factory Method,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,62.21,1.8333333333333333,0.15555555666666665,1.5,1.5,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Factory Method__food-delivery-management__rep0,41,qwen25_14b,Factory Method,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",8,66.94,1.875,0.1041666675,1.125,1.5,86.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__gym-membership-platform__rep0,41,qwen25_14b,Factory Method,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,78.13,1.8571428571428572,0.0,0.5714285714285714,1.5714285714285714,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__hospital-appointment-scheduler__rep0,41,qwen25_14b,Factory Method,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,65.11,1.8333333333333333,0.07291666666666667,1.6666666666666667,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Factory Method__hotel-reservation-system__rep0,41,qwen25_14b,Factory Method,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",7,68.58,1.8571428571428572,0.07142857142857142,1.1428571428571428,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__issue-tracking-system__rep0,41,qwen25_14b,Factory Method,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,67.85,1.8571428571428572,0.09523809999999999,1.0,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__learning-management-system__rep0,41,qwen25_14b,Factory Method,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,73.59,1.8571428571428572,0.0,0.5714285714285714,1.2857142857142858,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__library-management-system__rep0,41,qwen25_14b,Factory Method,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,66.37,1.4,0.1,1.6,1.4,86.4,ok
qwen-qwen2-5-14b-instruct__Factory Method__payroll-and-hr-system__rep0,41,qwen25_14b,Factory Method,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",7,73.03,1.8571428571428572,0.04761904857142857,0.8571428571428571,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__school-management-platform__rep0,41,qwen25_14b,Factory Method,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",11,65.39,2.5454545454545454,0.0,1.6363636363636365,1.1818181818181819,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__warehouse-inventory-tracker__rep0,41,qwen25_14b,Factory Method,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",7,73.74,1.8571428571428572,0.04761904857142857,0.5714285714285714,1.5714285714285714,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Observer__banking-account-management__rep0,41,qwen25_14b,Observer,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,59.38,1.4,0.1,4.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Observer__car-rental-management__rep0,41,qwen25_14b,Observer,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,62.21,1.5714285714285714,0.07142857142857142,2.0,1.0,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Observer__food-delivery-management__rep0,41,qwen25_14b,Observer,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,66.22,1.3333333333333333,0.0,1.3333333333333333,1.1666666666666667,88.0,ok
qwen-qwen2-5-14b-instruct__Observer__gym-membership-platform__rep0,41,qwen25_14b,Observer,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,68.85,1.5714285714285714,0.0,1.2857142857142858,1.1428571428571428,88.0,ok
qwen-qwen2-5-14b-instruct__Observer__hospital-appointment-scheduler__rep0,41,qwen25_14b,Observer,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",5,65.43,1.4,0.1,1.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Observer__hotel-reservation-system__rep0,41,qwen25_14b,Observer,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,62.96,1.8,0.18,3.0,1.0,82.8,ok
qwen-qwen2-5-14b-instruct__Observer__issue-tracking-system__rep0,41,qwen25_14b,Observer,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",6,64.18,2.1666666666666665,0.116666675,2.0,1.0,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Observer__learning-management-system__rep0,41,qwen25_14b,Observer,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,65.75,1.4,0.1,1.4,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Observer__library-management-system__rep0,41,qwen25_14b,Observer,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",4,63.14,1.25,0.09375,1.75,1.25,86.0,ok
qwen-qwen2-5-14b-instruct__Observer__payroll-and-hr-system__rep0,41,qwen25_14b,Observer,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",7,66.45,2.0,0.17261904857142857,1.0,1.0,84.57142857142857,ok
qwen-qwen2-5-14b-instruct__Observer__school-management-platform__rep0,41,qwen25_14b,Observer,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,66.82,0.8,0.0,1.4,1.2,88.0,ok
qwen-qwen2-5-14b-instruct__Observer__warehouse-inventory-tracker__rep0,41,qwen25_14b,Observer,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,66.48,1.5,0.08888889333333333,2.1666666666666665,1.1666666666666667,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Singleton__banking-account-management__rep0,41,qwen25_14b,Singleton,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,62.93,1.8,0.12666666799999998,2.8,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Singleton__car-rental-management__rep0,41,qwen25_14b,Singleton,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,80.85,1.0,0.1,0.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Singleton__food-delivery-management__rep0,41,qwen25_14b,Singleton,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",3,59.96,1.0,0.5,0.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__gym-membership-platform__rep0,41,qwen25_14b,Singleton,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",2,58.02,1.0,0.25,1.5,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__hospital-appointment-scheduler__rep0,41,qwen25_14b,Singleton,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",5,59.25,1.0,0.345833336,1.0,1.0,81.6,ok
qwen-qwen2-5-14b-instruct__Singleton__hotel-reservation-system__rep0,41,qwen25_14b,Singleton,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",2,59.58,1.0,0.25,2.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__issue-tracking-system__rep0,41,qwen25_14b,Singleton,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",4,59.44,1.25,0.083333335,2.75,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Singleton__learning-management-system__rep0,41,qwen25_14b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,58.49,0.14285714285714285,0.4142857142857143,0.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__library-management-system__rep0,41,qwen25_14b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",3,60.73,1.0,0.27777778000000003,2.0,1.0,82.66666666666667,ok
qwen-qwen2-5-14b-instruct__Singleton__payroll-and-hr-system__rep0,41,qwen25_14b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",2,59.2,1.0,0.375,3.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__school-management-platform__rep0,41,qwen25_14b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,62.64,1.0,0.33333335,2.0,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__warehouse-inventory-tracker__rep0,41,qwen25_14b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",3,64.61,1.3333333333333333,0.3333333333333333,1.0,1.0,82.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__banking-account-management__rep0,41,qwen25_14b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",4,60.47,2.0,0.125,2.0,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Strategy__car-rental-management__rep0,41,qwen25_14b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,67.04,1.2,0.08333334,0.6,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__food-delivery-management__rep0,41,qwen25_14b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,65.92,1.8333333333333333,0.08333333333333333,1.3333333333333333,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__gym-membership-platform__rep0,41,qwen25_14b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,70.61,1.2,0.0,1.0,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__hospital-appointment-scheduler__rep0,41,qwen25_14b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",5,66.22,1.8,0.1,0.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__hotel-reservation-system__rep0,41,qwen25_14b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,66.39,1.6666666666666667,0.0,1.0,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__issue-tracking-system__rep0,41,qwen25_14b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",10,65.94,1.7,0.12407408,1.5,1.0,85.6,ok
qwen-qwen2-5-14b-instruct__Strategy__learning-management-system__rep0,41,qwen25_14b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,68.48,1.6,0.0,1.2,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__library-management-system__rep0,41,qwen25_14b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,65.74,1.1666666666666667,0.055555556666666665,1.0,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__payroll-and-hr-system__rep0,41,qwen25_14b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",7,68.82,1.1428571428571428,0.07142857142857142,0.8571428571428571,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Strategy__school-management-platform__rep0,41,qwen25_14b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,69.41,1.2,0.0,1.2,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__warehouse-inventory-tracker__rep0,41,qwen25_14b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,62.01,1.6666666666666667,0.14583333333333334,1.8333333333333333,1.0,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Composite__banking-account-management__rep0,42,qwen25_14b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",4,57.3,1.75,0.2,4.25,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__car-rental-management__rep0,42,qwen25_14b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,67.91,1.6666666666666667,0.055555556666666665,1.3333333333333333,1.1666666666666667,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Composite__food-delivery-management__rep0,42,qwen25_14b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,56.77,2.0,0.28968255,2.8333333333333335,1.3333333333333333,84.0,ok
qwen-qwen2-5-14b-instruct__Composite__gym-membership-platform__rep0,42,qwen25_14b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,65.78,1.2,0.05,1.6,1.4,86.4,ok
qwen-qwen2-5-14b-instruct__Composite__hospital-appointment-scheduler__rep0,42,qwen25_14b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,63.88,2.5,0.19722223333333333,1.8333333333333333,1.0,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Composite__hotel-reservation-system__rep0,42,qwen25_14b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,64.44,2.5,0.16666666666666666,2.0,1.0,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Composite__issue-tracking-system__rep0,42,qwen25_14b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",6,65.29,1.8333333333333333,0.08333333333333333,2.1666666666666665,1.3333333333333333,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Composite__learning-management-system__rep0,42,qwen25_14b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,66.13,1.4285714285714286,0.1142857142857143,1.0,1.4285714285714286,85.71428571428571,ok
qwen-qwen2-5-14b-instruct__Composite__library-management-system__rep0,42,qwen25_14b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,63.87,1.2,0.075,1.6,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Composite__payroll-and-hr-system__rep0,42,qwen25_14b,Composite,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",5,65.4,1.2,0.1,1.2,1.4,86.4,ok
qwen-qwen2-5-14b-instruct__Composite__school-management-platform__rep0,42,qwen25_14b,Composite,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",4,65.51,1.25,0.09375,1.75,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Composite__warehouse-inventory-tracker__rep0,42,qwen25_14b,Composite,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",4,67.18,1.0,0.0625,1.75,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__banking-account-management__rep0,42,qwen25_14b,Factory Method,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",8,69.35,1.875,0.0625,1.375,1.25,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__car-rental-management__rep0,42,qwen25_14b,Factory Method,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,69.6,1.875,0.046875,0.625,1.5,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__food-delivery-management__rep0,42,qwen25_14b,Factory Method,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",8,69.44,1.875,0.0625,1.375,1.25,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__gym-membership-platform__rep0,42,qwen25_14b,Factory Method,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,65.87,1.8571428571428572,0.0,1.2857142857142858,1.2857142857142858,88.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__hospital-appointment-scheduler__rep0,42,qwen25_14b,Factory Method,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",8,69.78,1.75,0.078125,1.375,1.5,87.0,ok
qwen-qwen2-5-14b-instruct__Factory Method__hotel-reservation-system__rep0,42,qwen25_14b,Factory Method,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",7,66.49,1.8571428571428572,0.08571428571428572,1.4285714285714286,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__issue-tracking-system__rep0,42,qwen25_14b,Factory Method,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,67.36,1.8571428571428572,0.08730158571428571,1.4285714285714286,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__learning-management-system__rep0,42,qwen25_14b,Factory Method,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,69.67,1.8571428571428572,0.09523809999999999,0.5714285714285714,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__library-management-system__rep0,42,qwen25_14b,Factory Method,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,70.78,1.8571428571428572,0.04761904857142857,0.8571428571428571,1.5714285714285714,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__payroll-and-hr-system__rep0,42,qwen25_14b,Factory Method,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",7,71.45,1.8571428571428572,0.07142857142857142,0.8571428571428571,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-14b-instruct__Factory Method__school-management-platform__rep0,42,qwen25_14b,Factory Method,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",6,66.77,1.8333333333333333,0.055555556666666665,1.8333333333333333,1.3333333333333333,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Factory Method__warehouse-inventory-tracker__rep0,42,qwen25_14b,Factory Method,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,61.4,1.2857142857142858,0.2571428628571429,0.7142857142857143,1.1428571428571428,83.42857142857143,ok
qwen-qwen2-5-14b-instruct__Observer__banking-account-management__rep0,42,qwen25_14b,Observer,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,65.55,1.4,0.138888884,2.8,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Observer__car-rental-management__rep0,42,qwen25_14b,Observer,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,63.51,2.2,0.3,2.0,1.0,83.2,ok
qwen-qwen2-5-14b-instruct__Observer__food-delivery-management__rep0,42,qwen25_14b,Observer,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,66.88,1.5,0.041666666666666664,1.6666666666666667,1.1666666666666667,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Observer__gym-membership-platform__rep0,42,qwen25_14b,Observer,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",6,69.72,2.0,0.08333333333333333,1.5,1.1666666666666667,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Observer__hospital-appointment-scheduler__rep0,42,qwen25_14b,Observer,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,66.56,1.6666666666666667,0.08333333333333333,1.3333333333333333,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Observer__hotel-reservation-system__rep0,42,qwen25_14b,Observer,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,56.18,2.0,0.3,4.8,1.0,79.2,ok
qwen-qwen2-5-14b-instruct__Observer__issue-tracking-system__rep0,42,qwen25_14b,Observer,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",3,56.74,1.0,0.21428571,3.0,1.3333333333333333,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Observer__learning-management-system__rep0,42,qwen25_14b,Observer,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,65.34,1.6,0.1,1.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Observer__library-management-system__rep0,42,qwen25_14b,Observer,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,65.91,2.142857142857143,0.14285714857142856,1.8571428571428572,1.1428571428571428,85.71428571428571,ok
qwen-qwen2-5-14b-instruct__Observer__payroll-and-hr-system__rep0,42,qwen25_14b,Observer,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,61.7,1.25,0.125,1.75,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Observer__school-management-platform__rep0,42,qwen25_14b,Observer,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,68.03,1.4,0.033333334,2.0,1.2,88.0,ok
qwen-qwen2-5-14b-instruct__Observer__warehouse-inventory-tracker__rep0,42,qwen25_14b,Observer,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,65.2,1.4,0.14444443,1.2,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Singleton__banking-account-management__rep0,42,qwen25_14b,Singleton,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,58.53,1.8333333333333333,0.1888889,2.3333333333333335,1.0,85.33333333333333,ok
